ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,Timestamp
2638,BHMEURBRD01,470,26.14901995,91.7395035,426,car,average,4,0,04-10-2016 14:57
9198,Others-CCCPS105a,2009,26.14747299,91.72804914,1346,car,average,4,0,04-10-2016 14:57
15758,Others-CCCPS98,3103,26.14749998,91.72797778,1169,car,average,5,0,04-10-2016 14:57
7886,Broad Street,690,26.13795775,91.74099445,606,car,average,5,0,04-10-2016 14:57
14446,Others-CCCPS8,1322,26.14754886,91.72799519,753,cycle,average,4,0,04-10-2016 14:57
5262,BHMNCPHST01,1200,26.14001386,91.73099967,727,car,average,4,0,04-10-2016 14:57
13134,Others-CCCPS202,2937,26.14749053,91.72799688,1267,bike,high,7,0,04-10-2016 14:57
14,BHMBCCMKT01,577,26.14453614,91.73617216,192,bike,average,3,0,04-10-2016 14:57
7887,Broad Street,690,26.13795775,91.74099445,581,car,low,2,0,04-10-2016 15:30
1327,BHMBCCTHL01,387,26.14449459,91.73620513,294,car,low,2,0,04-10-2016 15:30
17071,Shopping,1920,26.15050395,91.73353109,1300,car,low,3,0,04-10-2016 15:30
9199,Others-CCCPS105a,2009,26.14747299,91.72804914,1288,bike,low,3,0,04-10-2016 15:30
15759,Others-CCCPS98,3103,26.14749998,91.72797778,1127,car,low,3,0,04-10-2016 15:30
14447,Others-CCCPS8,1322,26.14754886,91.72799519,716,car,low,2,0,04-10-2016 15:30
2639,BHMEURBRD01,470,26.14901995,91.7395035,411,car,low,3,0,04-10-2016 15:30
6575,BHMNCPNST01,485,26.14004753,91.73097233,338,car,low,3,0,04-10-2016 15:30
3951,BHMMBMMBX01,687,20.0000347,78.00000286,572,car,average,3,0,04-10-2016 15:30
15,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,2,0,04-10-2016 15:30
13135,Others-CCCPS202,2937,26.14749053,91.72799688,1213,car,average,4,0,04-10-2016 15:30
5263,BHMNCPHST01,1200,26.14001386,91.73099967,678,car,low,3,0,04-10-2016 15:30
10511,Others-CCCPS119a,2803,26.14754061,91.72797041,511,car,low,2,0,04-10-2016 15:30
11823,Others-CCCPS135a,3883,26.14749943,91.72800489,2839,car,low,4,0,04-10-2016 15:30
7888,Broad Street,690,26.13795775,91.74099445,534,car,low,2,0,04-10-2016 16:04
6576,BHMNCPNST01,485,26.14004753,91.73097233,317,car,low,2,0,04-10-2016 16:04
1328,BHMBCCTHL01,387,26.14449459,91.73620513,270,car,low,1,0,04-10-2016 16:04
13136,Others-CCCPS202,2937,26.14749053,91.72799688,1121,truck,average,3,0,04-10-2016 16:04
14448,Others-CCCPS8,1322,26.14754886,91.72799519,664,bike,low,2,0,04-10-2016 16:04
5264,BHMNCPHST01,1200,26.14001386,91.73099967,648,bike,low,3,0,04-10-2016 16:04
3952,BHMMBMMBX01,687,20.0000347,78.00000286,511,car,low,3,0,04-10-2016 16:04
10512,Others-CCCPS119a,2803,26.14754061,91.72797041,461,car,average,3,0,04-10-2016 16:04
16,BHMBCCMKT01,577,26.14453614,91.73617216,162,bike,low,1,0,04-10-2016 16:04
2640,BHMEURBRD01,470,26.14901995,91.7395035,376,bike,low,3,0,04-10-2016 16:04
15760,Others-CCCPS98,3103,26.14749998,91.72797778,1019,car,low,3,0,04-10-2016 16:04
17072,Shopping,1920,26.15050395,91.73353109,1218,car,low,3,0,04-10-2016 16:04
9200,Others-CCCPS105a,2009,26.14747299,91.72804914,1175,cycle,low,3,0,04-10-2016 16:04
11824,Others-CCCPS135a,3883,26.14749943,91.72800489,2656,bike,low,2,0,04-10-2016 16:04
17,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,average,2,0,04-10-2016 16:31
14449,Others-CCCPS8,1322,26.14754886,91.72799519,618,truck,low,2,0,04-10-2016 16:31
13137,Others-CCCPS202,2937,26.14749053,91.72799688,1015,car,low,2,0,04-10-2016 16:31
15761,Others-CCCPS98,3103,26.14749998,91.72797778,936,bike,low,2,0,04-10-2016 16:31
9201,Others-CCCPS105a,2009,26.14747299,91.72804914,1089,car,low,2,0,04-10-2016 16:31
11825,Others-CCCPS135a,3883,26.14749943,91.72800489,2359,car,low,3,0,04-10-2016 16:31
17073,Shopping,1920,26.15050395,91.73353109,1075,truck,low,2,0,04-10-2016 16:31
1329,BHMBCCTHL01,387,26.14449459,91.73620513,245,car,low,2,0,04-10-2016 16:31
10513,Others-CCCPS119a,2803,26.14754061,91.72797041,406,truck,low,2,0,04-10-2016 16:31
7889,Broad Street,690,26.13795775,91.74099445,466,cycle,average,2,0,04-10-2016 16:31
3953,BHMMBMMBX01,687,20.0000347,78.00000286,471,car,low,2,0,04-10-2016 16:31
2641,BHMEURBRD01,470,26.14901995,91.7395035,325,car,low,2,0,04-10-2016 16:31
6577,BHMNCPNST01,485,26.14004753,91.73097233,304,car,low,2,0,04-10-2016 16:31
5265,BHMNCPHST01,1200,26.14001386,91.73099967,565,cycle,average,2,0,04-10-2016 16:31
3954,BHMMBMMBX01,687,20.0000347,78.00000286,282,bike,low,2,0,05-10-2016 07:57
14450,Others-CCCPS8,1322,26.14754886,91.72799519,453,car,low,2,0,05-10-2016 07:57
10514,Others-CCCPS119a,2803,26.14754061,91.72797041,246,bike,low,2,0,05-10-2016 07:57
9202,Others-CCCPS105a,2009,26.14747299,91.72804914,735,bike,low,2,0,05-10-2016 07:57
17074,Shopping,1920,26.15050395,91.73353109,602,car,low,2,0,05-10-2016 07:57
18,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0,05-10-2016 07:57
11826,Others-CCCPS135a,3883,26.14749943,91.72800489,1104,car,low,3,0,05-10-2016 07:57
15762,Others-CCCPS98,3103,26.14749998,91.72797778,650,bike,low,2,0,05-10-2016 07:57
1330,BHMBCCTHL01,387,26.14449459,91.73620513,146,car,low,2,0,05-10-2016 07:57
6578,BHMNCPNST01,485,26.14004753,91.73097233,268,car,low,2,0,05-10-2016 07:57
2642,BHMEURBRD01,470,26.14901995,91.7395035,127,car,low,1,0,05-10-2016 07:57
13138,Others-CCCPS202,2937,26.14749053,91.72799688,594,car,low,2,0,05-10-2016 07:57
5266,BHMNCPHST01,1200,26.14001386,91.73099967,229,car,average,2,0,05-10-2016 07:57
7890,Broad Street,690,26.13795775,91.74099445,180,car,low,2,0,05-10-2016 07:57
14451,Others-CCCPS8,1322,26.14754886,91.72799519,487,car,low,2,0,05-10-2016 08:30
5267,BHMNCPHST01,1200,26.14001386,91.73099967,333,cycle,low,2,0,05-10-2016 08:30
7891,Broad Street,690,26.13795775,91.74099445,294,car,low,2,0,05-10-2016 08:30
19,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0,05-10-2016 08:30
11827,Others-CCCPS135a,3883,26.14749943,91.72800489,1599,car,low,2,0,05-10-2016 08:30
1331,BHMBCCTHL01,387,26.14449459,91.73620513,169,car,low,2,0,05-10-2016 08:30
17075,Shopping,1920,26.15050395,91.73353109,779,bike,low,2,0,05-10-2016 08:30
9203,Others-CCCPS105a,2009,26.14747299,91.72804914,817,car,low,2,0,05-10-2016 08:30
10515,Others-CCCPS119a,2803,26.14754061,91.72797041,326,car,low,2,0,05-10-2016 08:30
15763,Others-CCCPS98,3103,26.14749998,91.72797778,760,car,low,2,0,05-10-2016 08:30
6579,BHMNCPNST01,485,26.14004753,91.73097233,273,car,low,1,0,05-10-2016 08:30
2643,BHMEURBRD01,470,26.14901995,91.7395035,201,truck,low,2,0,05-10-2016 08:30
13139,Others-CCCPS202,2937,26.14749053,91.72799688,736,truck,low,2,0,05-10-2016 08:30
3955,BHMMBMMBX01,687,20.0000347,78.00000286,330,car,low,2,0,05-10-2016 08:30
15764,Others-CCCPS98,3103,26.14749998,91.72797778,896,car,average,4,0,05-10-2016 09:04
10516,Others-CCCPS119a,2803,26.14754061,91.72797041,419,car,low,2,0,05-10-2016 09:04
